Species_abbr	Species_class	Name	Total_Genes	KEGG	Reactome	Biocyc	Panther	GO	Genes_with_KEGG_annotation	Genes_with_Reactome_annotation	Genes_with_BioCyc_aanotation	Genes_with_Panther_annotation	Genes_with_GO_annotation
boo	Bacteria	Boseongicola sp. CCM32	3793	114	0	0	0	0	1178	0	0	0	0
hbu	Archaea	Hyperthermus butylicus	1672	81	0	0	0	0	479	0	0	0	0
boa	Bacteria	Bacteroides ovatus	4997	98	0	0	0	0	1008	0	0	0	0
boc	Bacteria	Burkholderia oklahomensis C6786	6147	127	0	0	0	0	1954	0	0	0	0
boe	Plants	Brassica oleracea (wild cabbage)	48509	138	0	0	0	0	8136	0	0	0	0
hbr	Plants	Hevea brasiliensis (rubber tree)	37854	137	0	0	0	0	6962	0	0	0	0
rup	Bacteria	Runella sp. SP2	6109	117	0	0	0	0	957	0	0	0	0
aym	Bacteria	Ilumatobacter coccineus	4346	118	0	0	0	0	1060	0	0	0	0
ppis	Bacteria	Pseudoalteromonas piscicida	4722	116	0	0	0	0	1094	0	0	0	0
achb	Bacteria	Achromobacter sp. B7	5652	125	0	0	0	0	1806	0	0	0	0
ayw	Bacteria	Aster yellows witches'-broom phytoplasma AYWB	728	39	0	0	0	0	253	0	0	0	0
ppic	Bacteria	Phaeobacter piscinae	3923	116	0	0	0	0	1310	0	0	0	0
ooe	Bacteria	Oenococcus oeni	1864	97	0	0	0	0	617	0	0	0	0
hpyf	Bacteria	Helicobacter pylori oki422	1620	93	0	0	0	0	612	0	0	0	0
hpye	Bacteria	Helicobacter pylori oki154	1584	93	0	0	0	0	618	0	0	0	0
hpyd	Bacteria	Helicobacter pylori oki128	1534	92	0	0	0	0	610	0	0	0	0
hpyc	Bacteria	Helicobacter pylori oki112	1620	92	0	0	0	0	609	0	0	0	0
hpyb	Bacteria	Helicobacter pylori oki102	1610	93	0	0	0	0	617	0	0	0	0
hpya	Bacteria	Helicobacter pylori Aklavik117	1580	93	0	0	0	0	625	0	0	0	0
hpyo	Bacteria	Helicobacter pylori OK113	1562	93	0	0	0	0	629	0	0	0	0
hpym	Bacteria	Helicobacter pylori UM299	1517	93	0	0	0	0	609	0	0	0	0
hpyl	Bacteria	Helicobacter pylori OK310	1535	93	0	0	0	0	624	0	0	0	0
hpyk	Bacteria	Helicobacter pylori Aklavik86	1429	89	0	0	0	0	610	0	0	0	0
hpyj	Bacteria	Helicobacter pylori oki898	1615	91	0	0	0	0	621	0	0	0	0
hpyi	Bacteria	Helicobacter pylori UM037	1606	93	0	0	0	0	615	0	0	0	0
hpyh	Bacteria	Helicobacter pylori oki828	1590	91	0	0	0	0	613	0	0	0	0
hpyu	Bacteria	Helicobacter pylori UM066	1570	91	0	0	0	0	619	0	0	0	0
hpys	Bacteria	Helicobacter pylori SouthAfrica20	1745	93	0	0	0	0	650	0	0	0	0
hpyr	Bacteria	Helicobacter pylori UM032	1515	93	0	0	0	0	610	0	0	0	0
oor	Animals	Orcinus orca (killer whale)	18667	329	0	0	0	0	7151	0	0	0	0
flu	Bacteria	Candidatus Fluviicola riflensis	3900	105	0	0	0	0	727	0	0	0	0
fli	Bacteria	Bernardetia litoralis	4090	107	0	0	0	0	752	0	0	0	0
flh	Bacteria	Flaviflexus sp. H23T48	2556	102	0	0	0	0	724	0	0	0	0
flm	Bacteria	Flammeovirga sp. MY04	5672	116	0	0	0	0	1090	0	0	0	0
fll	Bacteria	Flammeovirga sp. L12M1	5162	113	0	0	0	0	964	0	0	0	0
fln	Bacteria	Filimonas lacunae	6448	115	0	0	0	0	984	0	0	0	0
fla	Bacteria	Flavisolibacter tropicus	4987	114	0	0	0	0	880	0	0	0	0
idt	Bacteria	Idiomarina sp. OT37-5b	2712	109	0	0	0	0	856	0	0	0	0
bmiy	Bacteria	Borrelia miyamotoi CT14D4	837	64	0	0	0	0	359	0	0	0	0
ido	Bacteria	Isoptericola dokdonensis	3484	115	0	0	0	0	1028	0	0	0	0
bmic	Protists	Babesia microti	3641	77	0	0	0	0	796	0	0	0	0
maq	Bacteria	Marinobacter hydrocarbonoclasticus VT8	4390	113	0	0	0	0	1236	0	0	0	0
sng	Bacteria	Simkania negevensis	2561	91	0	0	0	0	561	0	0	0	0
mas	Bacteria	Mahella australiensis	3033	97	0	0	0	0	894	0	0	0	0
sne	Bacteria	Streptococcus pneumoniae ATCC 700669 (serotype 23F ST81 lineage)	2241	92	0	0	0	0	781	0	0	0	0
snb	Bacteria	Streptococcus pneumoniae 670-6B (serotype 6B)	2366	92	0	0	0	0	723	0	0	0	0
snc	Bacteria	Streptococcus pneumoniae TCH8431/19A (serotype 19A)	2355	93	0	0	0	0	790	0	0	0	0
maw	Fungi	Metarhizium acridum	9849	125	0	0	0	0	2058	0	0	0	0
mav	Bacteria	Mycobacterium avium 104	5313	129	0	0	0	0	1225	0	0	0	0
sno	Bacteria	Starkeya novella	4563	121	0	0	0	0	1427	0	0	0	0
snl	Bacteria	Staphylococcus nepalensis	2861	107	0	0	0	0	883	0	0	0	0
snm	Bacteria	Streptococcus pneumoniae 70585 (serotype 5)	2323	90	0	0	0	0	786	0	0	0	0
snj	Bacteria	Sphingomonas sp. NIC1	3430	117	0	0	0	0	1033	0	0	0	0
sni	Bacteria	Streptococcus pneumoniae INV104 (serotype 1)	1940	93	0	0	0	0	695	0	0	0	0
maa	Bacteria	Mycoplasma agalactiae PG2	801	53	0	0	0	0	280	0	0	0	0
snw	Bacteria	Streptomyces niveus	6901	125	0	0	0	0	1475	0	0	0	0
snt	Bacteria	Streptococcus pneumoniae Taiwan19F-14 (serotype 19F)	2205	93	0	0	0	0	764	0	0	0	0
mab	Bacteria	Mycobacteroides abscessus ATCC 19977	4992	128	0	0	0	0	1154	0	0	0	0
snr	Bacteria	Streptomyces noursei	8788	132	0	0	0	0	1653	0	0	0	0
sns	Bacteria	Sneathia amnii	1298	80	0	0	0	0	446	0	0	0	0
snp	Bacteria	Streptococcus pneumoniae AP200 (serotype 11A)	2284	91	0	0	0	0	793	0	0	0	0
maf	Bacteria	Mycobacterium tuberculosis variant africanum	3983	126	0	0	0	0	1083	0	0	0	0
mai	Bacteria	Micavibrio aeruginosavorus ARL-13	2476	102	0	0	0	0	689	0	0	0	0
mah	Bacteria	Methylomicrobium alcaliphilum	4193	105	0	0	0	0	1110	0	0	0	0
maj	Fungi	Metarhizium robertsii	11688	126	0	0	0	0	2158	0	0	0	0
snz	Bacteria	Streptomyces nigra	7032	128	0	0	0	0	1452	0	0	0	0
mal	Bacteria	Mycoplasma agalactiae 5632	867	53	0	0	0	0	286	0	0	0	0
snx	Bacteria	Streptococcus pneumoniae OXC141 (serotype 3)	2087	91	0	0	0	0	763	0	0	0	0
man	Bacteria	Micavibrio aeruginosavorus EPB	2412	103	0	0	0	0	707	0	0	0	0
zne	Animals	Zootermopsis nevadensis	14889	137	0	0	0	0	2943	0	0	0	0
lsg	Bacteria	Listeria seeligeri	2807	107	0	0	0	0	1000	0	0	0	0
lsd	Bacteria	Litorilituus sediminis	3788	111	0	0	0	0	1019	0	0	0	0
lsa	Bacteria	Lactobacillus sakei	1969	91	0	0	0	0	659	0	0	0	0
lsn	Bacteria	Lactobacillus sanfranciscensis	1519	78	0	0	0	0	512	0	0	0	0
lso	Bacteria	Candidatus Liberibacter solanacearum	1246	84	0	0	0	0	541	0	0	0	0
lsl	Bacteria	Lactobacillus salivarius UCC118	2182	98	0	0	0	0	702	0	0	0	0
lsj	Bacteria	Lactobacillus salivarius JCM1046	2328	97	0	0	0	0	681	0	0	0	0
lsh	Bacteria	Legionella sainthelensi	4030	110	0	0	0	0	898	0	0	0	0
lsi	Bacteria	Lactobacillus salivarius CECT 5713	1674	96	0	0	0	0	651	0	0	0	0
lsv	Plants	Lactuca sativa (garden lettuce)	42934	137	0	0	0	0	5993	0	0	0	0
lst	Bacteria	Leptospira santarosai	4191	106	0	0	0	0	751	0	0	0	0
lsu	Bacteria	Leuconostoc mesenteroides subsp. suionicum	2034	99	0	0	0	0	684	0	0	0	0
lsr	Animals	Lonchura striata domestica (Bengalese finch)	17249	168	0	0	0	0	5021	0	0	0	0
lsp	Bacteria	Lysinibacillus sphaericus	4972	112	0	0	0	0	1218	0	0	0	0
kko	Bacteria	Kangiella koreensis	2697	103	0	0	0	0	831	0	0	0	0
kki	Bacteria	Kingella kingae	2324	98	0	0	0	0	749	0	0	0	0
xla	Animals	Xenopus laevis (African clawed frog)	34680	167	0	0	0	2840	9605	0	0	0	1491
orn	Bacteria	Ornithinimicrobium sp. AMA3305	3613	114	0	0	0	0	973	0	0	0	0
oro	Animals	Odobenus rosmarus divergens (Pacific walrus)	20542	329	0	0	0	0	7988	0	0	0	0
orh	Bacteria	Ornithobacterium rhinotracheale DSM 15997	2371	90	0	0	0	0	599	0	0	0	0
ori	Bacteria	Ornithobacterium rhinotracheale ORT-UMN 88	2389	90	0	0	0	0	595	0	0	0	0
cdrk	Bacteria	Clostridium drakei	5130	105	0	0	0	0	1259	0	0	0	0
paby	Bacteria	Pelagibaca abyssi	5149	121	0	0	0	0	1631	0	0	0	0
mema	Archaea	Methanoculleus sp. MAB1	3558	86	0	0	0	0	734	0	0	0	0
sulz	Bacteria	Sulfitobacter sp. SK012	5030	114	0	0	0	0	1453	0	0	0	0
spnu	Bacteria	Streptococcus pneumoniae SPN034183 (serotype 3)	2055	91	0	0	0	0	759	0	0	0	0
suls	Bacteria	Sulfurospirillum sp. SL2-1	3002	103	0	0	0	0	944	0	0	0	0
spno	Bacteria	Streptococcus pneumoniae SPN994039 (serotype 3)	2044	91	0	0	0	0	761	0	0	0	0
suli	Bacteria	Sulfitobacter sp. JL08	4235	116	0	0	0	0	1280	0	0	0	0
spnm	Bacteria	Streptococcus pneumoniae SPN994038 (serotype 3)	2044	91	0	0	0	0	760	0	0	0	0
suld	Bacteria	Sulfitobacter sp. D7	3859	121	0	0	0	0	1311	0	0	0	0
sulf	Bacteria	Sulfuriferula sp. AH1	2944	103	0	0	0	0	917	0	0	0	0
spng	Bacteria	Streptococcus pneumoniae gamPNI0373 (virulent serotype 1)	2226	92	0	0	0	0	775	0	0	0	0
sula	Archaea	Sulfolobus sp. A20	2687	103	0	0	0	0	699	0	0	0	0
spne	Bacteria	Streptococcus pneumoniae SPN034156 (serotype 3)	2026	91	0	0	0	0	763	0	0	0	0
paih	Bacteria	Paenibacillus sp. IHB B 3084	5294	107	0	0	0	0	1323	0	0	0	0
pwa	Bacteria	Pectobacterium parmentieri WPP163	4717	120	0	0	0	0	1631	0	0	0	0
sbag	Bacteria	Candidatus Saccharibacteria bacterium GW2011_GWC2_44_17	1134	50	0	0	0	0	247	0	0	0	0
sbac	Bacteria	Auricoccus indicus	1792	89	0	0	0	0	662	0	0	0	0
ges	Bacteria	Gemmata sp. SH-PL17	7816	117	0	0	0	0	1102	0	0	0	0
geq	Bacteria	Gemella sp. ND 6198	1668	84	0	0	0	0	495	0	0	0	0
geb	Bacteria	Geobacter sp. M18	4600	106	0	0	0	0	1202	0	0	0	0
gea	Bacteria	Geobacillus sp. 12AMOR1	3511	103	0	0	0	0	1098	0	0	0	0
gee	Bacteria	Geminocystis sp. NIES-3708	3688	111	0	0	0	0	950	0	0	0	0
ged	Bacteria	Candidatus Gullanella endobia	540	63	0	0	0	0	321	0	0	0	0
gej	Bacteria	Geobacillus sp. JS12	3671	108	0	0	0	0	1100	0	0	0	0
gei	Bacteria	Geitlerinema sp. PCC 7407	3912	112	0	0	0	0	1032	0	0	0	0
geh	Bacteria	Gemmobacter sp. HYN0069	4081	119	0	0	0	0	1356	0	0	0	0
geo	Bacteria	Geobacter daltonii FRC-32	3974	105	0	0	0	0	1101	0	0	0	0
gen	Bacteria	Geminocystis sp. NIES-3709	3985	110	0	0	0	0	939	0	0	0	0
gem	Bacteria	Geobacter sp. M21	4227	105	0	0	0	0	1166	0	0	0	0
gel	Bacteria	Geobacillus sp. LC300	3330	101	0	0	0	0	1013	0	0	0	0
tuz	Archaea	Thermoproteus uzoniensis	2229	88	0	0	0	0	629	0	0	0	0
tup	Animals	Tupaia chinensis (Chinese tree shrew)	24640	329	0	0	0	0	9180	0	0	0	0
tur	Bacteria	Turicibacter sp. H121	2486	91	0	0	0	0	608	0	0	0	0
tut	Animals	Tetranychus urticae (two-spotted spider mite)	13884	125	0	0	0	0	2837	0	0	0	0
tum	Bacteria	Tumebacillus avium	4787	109	0	0	0	0	1060	0	0	0	0
cli	Bacteria	Chlorobium limicola	2578	99	0	0	0	0	809	0	0	0	0
dku	Bacteria	Desulfofundulus kuznetsovii	3630	102	0	0	0	0	1010	0	0	0	0
ptc	Bacteria	Candidatus Phycorickettsia trachydisci	1290	74	0	0	0	0	367	0	0	0	0
dka	Archaea	Desulfurococcus amylolyticus 1221n	1523	81	0	0	0	0	453	0	0	0	0
dko	Bacteria	Dokdonella koreensis	3832	115	0	0	0	0	987	0	0	0	0
mter	Bacteria	Mycolicibacter terrae	4233	119	0	0	0	0	1095	0	0	0	0
mare	Bacteria	Maribacter sp. MJ134	3473	111	0	0	0	0	731	0	0	0	0
cqi	Plants	Chenopodium quinoa (quinoa)	54398	138	0	0	0	0	8493	0	0	0	0
marg	Bacteria	Mycoplasma arginini	567	42	0	0	0	0	235	0	0	0	0
mara	Bacteria	Marinobacter sp. Arc7-DN-1	4022	113	0	0	0	0	1207	0	0	0	0
marb	Bacteria	Maribacter cobaltidurans	4163	111	0	0	0	0	797	0	0	0	0
marc	Archaea	Methanogenic archaeon ISO4-H5	1877	82	0	0	0	0	556	0	0	0	0
marm	Bacteria	Maribacter sp. 1_2014MBL_MicDiv	3754	118	0	0	0	0	864	0	0	0	0
marn	Bacteria	Marinitoga sp. 1137	2153	96	0	0	0	0	646	0	0	0	0
acry	Bacteria	Arthrobacter crystallopoietes	4637	118	0	0	0	0	1225	0	0	0	0
marh	Archaea	Candidatus Micrarchaeota archaeon Mia14	1036	57	0	0	0	0	233	0	0	0	0
mari	Bacteria	Marinobacter sp. CP1	4379	114	0	0	0	0	1307	0	0	0	0
mart	Bacteria	Maribacter sp. T28	3695	114	0	0	0	0	825	0	0	0	0
acra	Bacteria	Acidovorax sp. RAC01	4162	121	0	0	0	0	1274	0	0	0	0
marr	Bacteria	Marinilactibacillus sp. 15R	2685	102	0	0	0	0	844	0	0	0	0
mars	Bacteria	Marinobacterium aestuarii	4561	120	0	0	0	0	1556	0	0	0	0
arth	Bacteria	Arthrobacter sp. PGP41	3917	119	0	0	0	0	1166	0	0	0	0
cqu	Animals	Culex quinquefasciatus (southern house mosquito)	18920	136	0	0	0	0	2952	0	0	0	0
bmb	Bacteria	Brucella abortus bv. 1 9-941	3350	113	0	0	0	0	1169	0	0	0	0
bmc	Bacteria	Brucella abortus S19	3133	114	0	0	0	0	1213	0	0	0	0
bma	Bacteria	Burkholderia mallei ATCC 23344	5506	123	0	0	0	0	1580	0	0	0	0
bmf	Bacteria	Brucella abortus 2308	3418	114	0	0	0	0	1182	0	0	0	0
bmg	Bacteria	Brucella melitensis M5-90	3424	114	0	0	0	0	1263	0	0	0	0
bmd	Bacteria	Bacillus megaterium DSM 319	5272	115	0	0	0	0	1479	0	0	0	0
bme	Bacteria	Brucella melitensis bv. 1 16M	3264	114	0	0	0	0	1290	0	0	0	0
bmj	Bacteria	Burkholderia multivorans ATCC 17616 (Tohoku)	6311	122	0	0	0	0	1399	0	0	0	0
bmk	Bacteria	Burkholderia multivorans DDS 15A-1	6595	126	0	0	0	0	1970	0	0	0	0
bmh	Bacteria	Bacillus megaterium WSH-002	5493	115	0	0	0	0	1430	0	0	0	0
bmi	Bacteria	Brucella melitensis ATCC 23457	3347	114	0	0	0	0	1190	0	0	0	0
bmn	Bacteria	Burkholderia mallei NCTC 10247	5930	123	0	0	0	0	1586	0	0	0	0
bmo	Bacteria	Borrelia miyamotoi LB-2001	875	65	0	0	0	0	370	0	0	0	0
bml	Bacteria	Burkholderia mallei NCTC 10229	5578	123	0	0	0	0	1549	0	0	0	0
bmm	Bacteria	Blattabacterium sp. (Mastotermes darwiniensis)	593	73	0	0	0	0	369	0	0	0	0
bmr	Bacteria	Brucella microti	3415	115	0	0	0	0	1230	0	0	0	0
bms	Bacteria	Brucella suis 1330	3384	115	0	0	0	0	1135	0	0	0	0
bmp	Bacteria	Bacillus velezensis	3902	116	0	0	0	0	1289	0	0	0	0
bmq	Bacteria	Bacillus megaterium QM B1551	5805	114	0	0	0	0	1544	0	0	0	0
bmv	Bacteria	Burkholderia mallei SAVP1	5295	123	0	0	0	0	1553	0	0	0	0
bmw	Bacteria	Brucella melitensis NI	3290	114	0	0	0	0	1265	0	0	0	0
qsu	Plants	Quercus suber (cork oak)	53106	141	0	0	0	0	9468	0	0	0	0
bmu	Bacteria	Burkholderia multivorans ATCC 17616 (JGI)	6373	127	0	0	0	0	1872	0	0	0	0
bmz	Bacteria	Brucella melitensis M28	3427	115	0	0	0	0	1263	0	0	0	0
bmx	Bacteria	Halobacteriovorax marinus	3288	104	0	0	0	0	807	0	0	0	0
bmy	Animals	Brugia malayi (filaria)	11395	128	0	0	0	0	1918	0	0	0	0
hdu	Bacteria	Haemophilus ducreyi	1832	83	0	0	0	0	658	0	0	0	0
hdt	Bacteria	Hyphomicrobium denitrificans 1NES1	3890	116	0	0	0	0	1051	0	0	0	0
hde	Bacteria	Candidatus Hamiltonella defensa (Acyrthosiphon pisum)	2433	78	0	0	0	0	649	0	0	0	0
hda	Archaea	Haloterrigena daqingensis	3751	102	0	0	0	0	892	0	0	0	0
hdn	Bacteria	Hyphomicrobium denitrificans ATCC 51888	3600	118	0	0	0	0	1027	0	0	0	0
hdl	Archaea	Halobacterium sp. DL1	3345	101	0	0	0	0	799	0	0	0	0
bop	Bacteria	Bosea sp. PAMC 26642	5262	121	0	0	0	0	1660	0	0	0	0
hdi	Bacteria	Hartmannibacter diazotrophicus	5037	119	0	0	0	0	1592	0	0	0	0
bagr	Bacteria	Brevibacillus agri	5285	111	0	0	0	0	1304	0	0	0	0
paq	Bacteria	Pantoea ananatis PA13	4542	116	0	0	0	0	1693	0	0	0	0
par	Bacteria	Psychrobacter arcticus	2211	105	0	0	0	0	813	0	0	0	0
pas	Archaea	Pyrobaculum arsenaticum	2407	95	0	0	0	0	654	0	0	0	0
pat	Bacteria	Pseudoalteromonas atlantica	4392	119	0	0	0	0	1197	0	0	0	0
pau	Bacteria	Pseudomonas aeruginosa UCBPP-PA14	5977	121	0	0	0	0	1890	0	0	0	0
pav	Bacteria	Cutibacterium acnes TypeIA2 P.acn17	2317	100	0	0	0	0	874	0	0	0	0
paw	Bacteria	Cutibacterium acnes 266	2446	103	0	0	0	0	863	0	0	0	0
pax	Bacteria	Cutibacterium acnes TypeIA2 P.acn31	2298	100	0	0	0	0	865	0	0	0	0
pay	Bacteria	Photorhabdus asymbiotica	4530	108	0	0	0	0	1354	0	0	0	0
paz	Bacteria	Cutibacterium acnes TypeIA2 P.acn33	2287	100	0	0	0	0	867	0	0	0	0
same	Bacteria	Sinorhizobium americanum	6528	122	0	0	0	0	1923	0	0	0	0
paa	Bacteria	Prosthecochloris aestuarii	2455	98	0	0	0	0	810	0	0	0	0
pab	Archaea	Pyrococcus abyssi	1881	91	0	0	0	0	606	0	0	0	0
pac	Bacteria	Cutibacterium acnes KPA171202	2368	103	0	0	0	0	862	0	0	0	0
pad	Bacteria	Cutibacterium acnes subsp. defendens ATCC 11828	2310	103	0	0	0	0	864	0	0	0	0
pae	Bacteria	Pseudomonas aeruginosa PAO1	5697	121	0	0	0	2068	1887	0	0	0	2686
paf	Bacteria	Pseudomonas aeruginosa M18	5770	121	0	0	0	0	1886	0	0	0	0
thef	Bacteria	Thermaerobacter sp. FW80	2519	103	0	0	0	0	738	0	0	0	0
sams	Bacteria	Staphylococcus aureus MS4	2736	106	0	0	0	0	860	0	0	0	0
pai	Archaea	Pyrobaculum aerophilum	2706	94	0	0	0	0	645	0	0	0	0
paj	Bacteria	Pantoea ananatis AJ13355	4167	117	0	0	0	0	1687	0	0	0	0
pak	Bacteria	Cutibacterium acnes SK137	2410	103	0	0	0	0	861	0	0	0	0
pal	Bacteria	Candidatus Phytoplasma australiense	882	42	0	0	0	0	223	0	0	0	0
pam	Bacteria	Pantoea ananatis LMG 20103	4349	116	0	0	0	0	1645	0	0	0	0
pan	Fungi	Podospora anserina	10629	121	0	0	0	0	2090	0	0	0	0
pao	Bacteria	Pantoea sp. At-9b	6008	123	0	0	0	0	2050	0	0	0	0
oih	Bacteria	Oceanobacillus iheyensis	3588	114	0	0	0	0	1180	0	0	0	0
bmal	Bacteria	Burkholderia mallei 23344	4925	123	0	0	0	0	1600	0	0	0	0
bmai	Bacteria	Burkholderia mallei 2000031063	5211	123	0	0	0	0	1608	0	0	0	0
mhad	Bacteria	Mycobacterium haemophilum	3930	124	0	0	0	0	1067	0	0	0	0
mhae	Bacteria	Mannheimia haemolytica D153	2766	100	0	0	0	0	939	0	0	0	0
mhal	Bacteria	Mannheimia haemolytica USMARC_2286	2791	99	0	0	0	0	944	0	0	0	0
mham	Bacteria	Mannheimia haemolytica D171	2487	99	0	0	0	0	920	0	0	0	0
mhao	Bacteria	Mannheimia haemolytica D174	2814	100	0	0	0	0	938	0	0	0	0
mhaq	Bacteria	Mannheimia haemolytica 89010807N	2749	100	0	0	0	0	950	0	0	0	0
mhas	Bacteria	Mycolicibacterium hassiacum	4979	123	0	0	0	0	1208	0	0	0	0
mhat	Bacteria	Mannheimia haemolytica USDA-ARS-USMARC-184	2534	100	0	0	0	0	867	0	0	0	0
asol	Bacteria	Acinetobacter soli	3452	118	0	0	0	0	1092	0	0	0	0
mhay	Bacteria	Mannheimia haemolytica 89010807N lktA-	2750	100	0	0	0	0	952	0	0	0	0
mhaz	Archaea	Methanohalophilus halophilus	2050	83	0	0	0	0	690	0	0	0	0
cbol	Bacteria	Clostridium bolteae	6166	107	0	0	0	0	1541	0	0	0	0
mox	Bacteria	Candidatus Methylomirabilis oxyfera	3146	107	0	0	0	0	881	0	0	0	0
chyo	Bacteria	Campylobacter hyointestinalis	1793	95	0	0	0	0	730	0	0	0	0
mos	Bacteria	Moraxella osloensis	2369	106	0	0	0	0	851	0	0	0	0
mor	Bacteria	Methylobacterium oryzae	6343	123	0	0	0	0	1598	0	0	0	0
mop	Bacteria	Mesorhizobium opportunistum	6746	123	0	0	0	0	1970	0	0	0	0
mov	Bacteria	Mycoplasma ovis	886	37	0	0	0	0	193	0	0	0	0
mok	Archaea	Methanothermococcus okinawensis	1672	84	0	0	0	0	604	0	0	0	0
moi	Bacteria	Moraxella ovis	2180	105	0	0	0	0	752	0	0	0	0
moo	Bacteria	Microbacterium oleivorans	2936	111	0	0	0	0	878	0	0	0	0
mol	Archaea	Methanobrevibacter olleyae	1876	92	0	0	0	0	593	0	0	0	0
moc	Bacteria	Microvirga ossetica	9175	121	0	0	0	0	1946	0	0	0	0
cbot	Bacteria	Caulobacteraceae bacterium OTSz_A_272	3848	118	0	0	0	0	1003	0	0	0	0
mod	Bacteria	Myroides odoratimimus	4046	106	0	0	0	0	765	0	0	0	0
cabo	Bacteria	Chlamydia abortus	1025	72	0	0	0	0	423	0	0	0	0
caby	Bacteria	Caldithrix abyssi	4264	109	0	0	0	0	929	0	0	0	0
kma	Bacteria	Kushneria marisflavi	3337	112	0	0	0	0	1223	0	0	0	0
kmi	Bacteria	Klebsiella michiganensis RC10	4738	119	0	0	0	0	1751	0	0	0	0
kmr	Animals	Kryptolebias marmoratus (mangrove rivulus)	24356	167	0	0	0	0	6882	0	0	0	0
kmx	Fungi	Kluyveromyces marxianus	5151	119	0	0	0	0	1766	0	0	0	0
marf	Bacteria	Mariniflexile sp. TRM1-10	4070	109	0	0	0	0	830	0	0	0	0
xne	Bacteria	Xenorhabdus nematophila ATCC 19061	4885	111	0	0	0	0	1245	0	0	0	0
xnm	Bacteria	Xenorhabdus nematophila AN6/1	4795	112	0	0	0	0	1238	0	0	0	0
cbei	Bacteria	Clostridium beijerinckii NCIMB 14988	5670	108	0	0	0	0	1549	0	0	0	0
vhr	Bacteria	Vibrio harveyi	5722	120	0	0	0	0	1726	0	0	0	0
vhl	Bacteria	Virgibacillus halodenitrificans	3826	115	0	0	0	0	1149	0	0	0	0
vha	Bacteria	Vibrio campbellii	6254	117	0	0	0	0	1533	0	0	0	0
svt	Bacteria	Streptomyces vietnamensis	8161	129	0	0	0	0	1642	0	0	0	0
bmt	Bacteria	Brucella suis ATCC 23445	3429	113	0	0	0	0	1185	0	0	0	0
got	Bacteria	Gemella sp. oral taxon 928	1633	83	0	0	0	0	546	0	0	0	0
hya	Bacteria	Hydrogenobaculum sp. Y04AAS1	1694	98	0	0	0	0	702	0	0	0	0
hyb	Bacteria	Hydrogenophaga sp. PBC	5013	124	0	0	0	0	1514	0	0	0	0
hyc	Bacteria	Hydrogenophaga sp. PAMC20947	4435	120	0	0	0	0	1332	0	0	0	0
wse	Fungi	Wallemia mellicola	5277	116	0	0	0	0	1615	0	0	0	0
hye	Bacteria	Hymenobacter sp. DG25A	3248	109	0	0	0	0	779	0	0	0	0
hyf	Bacteria	Hydromonas sp. F02	2552	110	0	0	0	0	856	0	0	0	0
hyg	Bacteria	Hymenobacter sedentarius	3977	113	0	0	0	0	874	0	0	0	0
hyh	Bacteria	Hymenobacter sp. sh-6	3618	109	0	0	0	0	745	0	0	0	0
hyl	Bacteria	Hydrogenophaga sp. LPB0072	4578	121	0	0	0	0	1416	0	0	0	0
hym	Bacteria	Hymenobacter sp. APR13	4303	111	0	0	0	0	860	0	0	0	0
hyo	Bacteria	Hydrogenimonas sp. MAG	2234	96	0	0	0	0	734	0	0	0	0
hyp	Bacteria	Hymenobacter sp. PAMC 26554	4667	111	0	0	0	0	918	0	0	0	0
hyr	Bacteria	Hydrogenophaga sp. RAC07	4415	121	0	0	0	0	1447	0	0	0	0
hys	Bacteria	Hydrogenobaculum sp. SN	1663	94	0	0	0	0	684	0	0	0	0
wsu	Bacteria	Wolinella succinogenes	2044	91	0	0	0	0	757	0	0	0	0
hyz	Bacteria	Hymenobacter sp. PAMC 26628	4578	114	0	0	0	0	864	0	0	0	0
gor	Bacteria	Gordonia sp. KTR9	5238	125	0	0	0	0	1282	0	0	0	0
aba	Bacteria	Candidatus Koribacter versatilis	4831	117	0	0	0	0	1084	0	0	0	0
abb	Bacteria	Acinetobacter baumannii AB307-0294	3549	116	0	0	0	0	1098	0	0	0	0
abc	Bacteria	Acinetobacter baumannii ACICU	3845	115	0	0	0	0	1112	0	0	0	0
abd	Bacteria	Acinetobacter baumannii TCDC-AB0715	4010	116	0	0	0	0	1098	0	0	0	0
abe	Fungi	Trichophyton benhamiae	7980	124	0	0	0	0	1790	0	0	0	0
abf	Bacteria	Azospirillum brasilense Sp7	5859	126	0	0	0	0	1792	0	0	0	0
abg	Bacteria	Asaia bogorensis	2843	111	0	0	0	0	978	0	0	0	0
abh	Bacteria	Acinetobacter baumannii TYTH-1	3771	117	0	0	0	0	1130	0	0	0	0
abi	Archaea	Aciduliprofundum boonei	1587	90	0	0	0	0	499	0	0	0	0
abj	Bacteria	Acinetobacter baumannii BJAB07104	3953	115	0	0	0	0	1086	0	0	0	0
abk	Bacteria	Acinetobacter baumannii AbH12O-A2	3667	115	0	0	0	0	1125	0	0	0	0
abl	Bacteria	Arcobacter butzleri 7h1h	2280	100	0	0	0	0	824	0	0	0	0
abm	Bacteria	Acinetobacter baumannii SDF	3664	108	0	0	0	0	902	0	0	0	0
abn	Bacteria	Acinetobacter baumannii AB0057	3884	116	0	0	0	0	1123	0	0	0	0
abo	Bacteria	Alcanivorax borkumensis	2806	114	0	0	0	0	939	0	0	0	0
